,carat,cut,color,clarity,depth,table,price,x,y,z
529,2.06,Premium,J,SI1,61.8,59.0,13687,8.22,8.17,5.05
530,0.9,Very Good,F,SI1,63.4,59.0,3643,6.1,6.04,3.85
531,1.38,Good,H,SI2,61.0,62.0,6146,7.06,7.11,4.33
532,0.23,Ideal,G,VVS1,61.7,57.0,559,3.93,3.98,2.43
533,1.01,Premium,G,SI2,62.0,59.0,4304,6.45,6.38,3.98
534,0.36,Very Good,H,VVS2,61.3,59.0,706,4.56,4.64,2.82
535,0.57,Very Good,H,SI1,62.0,56.0,1291,5.28,5.3,3.28
536,0.91,Ideal,F,SI2,60.3,57.0,3580,6.25,6.21,3.76
537,0.42,Premium,F,SI1,61.5,58.0,945,4.82,4.8,2.96
538,0.93,Ideal,E,SI2,61.8,54.0,4860,6.25,6.29,3.87
539,0.32,Ideal,I,VS2,62.3,56.0,576,4.35,4.39,2.72
540,0.41,Ideal,E,SI1,62.1,57.0,904,4.8,4.77,2.97
541,0.5,Good,F,SI1,64.3,58.0,1230,5.03,4.93,3.21
542,2.2,Ideal,J,SI1,62.3,57.0,15375,8.34,8.31,5.15
543,1.24,Ideal,H,VS1,61.5,58.0,7792,6.92,6.88,4.24
544,1.01,Very Good,H,SI2,63.5,59.0,4324,6.32,6.3,4.01
545,0.9,Good,F,SI1,62.6,61.0,3802,6.11,6.07,3.81
546,2.07,Ideal,J,SI2,62.1,54.2,15766,8.13,8.18,5.07
547,1.01,Good,D,SI2,64.0,58.0,3210,6.29,6.33,4.04
548,0.72,Ideal,F,SI2,61.5,56.0,2409,5.75,5.79,3.54
549,1.38,Premium,F,SI2,62.0,57.0,7744,7.16,7.11,4.41
550,1.5,Ideal,I,VS2,60.2,59.0,9596,7.4,7.45,4.47
551,0.51,Ideal,G,SI1,61.7,57.0,1369,5.19,5.15,3.19
552,0.91,Good,H,VVS1,63.9,60.0,4682,6.12,6.1,3.91
553,1.03,Very Good,E,VS2,61.6,58.0,6248,6.47,6.52,4.0
554,0.54,Ideal,H,IF,60.7,57.0,1728,5.27,5.34,3.21
555,1.22,Ideal,F,VVS2,60.9,57.0,12530,6.9,6.92,4.21
556,0.7,Premium,G,SI1,61.0,59.0,1970,5.71,5.74,3.48
557,0.31,Ideal,D,VS2,62.4,57.0,942,4.34,4.31,2.7
558,1.36,Premium,G,VS2,61.7,58.0,12168,7.16,7.08,4.4
559,0.31,Premium,F,VS2,62.1,59.0,802,4.33,4.29,2.68
560,1.01,Very Good,E,SI2,63.6,58.0,4579,6.38,6.29,4.02
561,0.5,Premium,D,VS2,62.6,59.0,1793,5.09,5.06,3.17
562,0.32,Ideal,I,VS1,61.2,55.3,529,4.39,4.42,2.69
563,0.71,Ideal,D,SI2,61.6,57.0,2690,5.74,5.71,3.53
564,1.52,Ideal,I,VS1,63.2,57.0,10682,7.29,7.25,4.6
565,0.5,Ideal,D,VS2,61.1,57.0,1722,5.12,5.11,3.13
566,0.4,Ideal,D,VS2,62.4,56.0,972,4.72,4.7,2.94
567,0.52,Ideal,E,SI2,61.9,57.0,1251,5.19,5.16,3.2
568,0.53,Ideal,E,VS2,61.1,56.0,1781,5.22,5.24,3.19
569,1.0,Good,G,SI2,63.8,56.0,4202,6.31,6.27,4.02
570,0.4,Premium,E,SI1,62.6,58.0,800,4.72,4.68,2.94
571,1.0,Premium,G,VS2,58.5,62.0,6394,6.58,6.52,3.84
572,1.72,Premium,G,VS2,60.1,60.0,15147,7.79,7.85,4.68
573,0.32,Premium,E,SI2,61.4,59.0,576,4.41,4.43,2.71
574,2.1,Very Good,H,SI2,60.3,61.0,12493,8.32,8.27,5.02
575,1.51,Premium,E,SI1,62.4,60.0,11263,7.27,7.23,4.53
576,1.01,Very Good,E,SI1,63.1,59.0,5395,6.37,6.41,4.02
577,0.3,Ideal,F,VVS1,61.8,57.0,814,4.27,4.3,2.65
578,0.32,Ideal,G,SI2,62.4,57.0,459,4.36,4.38,2.72
579,0.34,Very Good,F,SI1,61.3,61.0,566,4.41,4.45,2.71
580,0.55,Ideal,D,VS2,61.6,56.0,2026,5.31,5.28,3.26
581,1.5,Premium,F,SI1,60.5,60.0,11019,7.38,7.32,4.43
582,1.0,Very Good,H,VS2,62.6,56.0,5073,6.42,6.35,3.99
583,1.51,Very Good,F,SI1,61.0,58.0,11286,7.4,7.44,4.52
584,0.32,Premium,J,VS1,61.1,58.0,413,4.38,4.41,2.69
585,0.54,Ideal,G,VVS2,60.8,56.0,1789,5.25,5.31,3.21
586,0.9,Good,I,VS2,61.9,61.0,3462,6.14,6.18,3.82
587,2.03,Very Good,H,SI1,59.7,57.0,17759,8.19,8.23,4.91
588,0.33,Ideal,H,VVS2,61.5,56.0,672,4.46,4.49,2.75
589,1.02,Ideal,G,SI1,62.5,56.0,5378,6.41,6.38,4.0
590,1.2,Premium,D,SI1,62.4,58.0,7950,6.82,6.76,4.25
591,1.19,Ideal,F,VVS1,61.6,55.0,10663,6.86,6.81,4.21
592,0.53,Very Good,G,VS2,62.7,57.0,1607,5.14,5.12,3.22
593,1.0,Good,H,VS2,63.3,58.0,5931,6.33,6.35,4.01
594,1.5,Premium,H,SI1,61.3,58.0,10336,7.43,7.4,4.55
595,0.46,Ideal,D,VS1,61.3,56.0,1230,4.95,4.91,3.03
596,0.32,Very Good,E,SI2,63.1,56.0,576,4.35,4.28,2.72
597,1.5,Very Good,H,VS1,60.3,59.0,11637,7.38,7.41,4.46
598,1.03,Ideal,E,SI2,62.5,57.0,4439,6.42,6.46,4.02
599,1.01,Very Good,F,SI1,60.2,59.0,4352,6.47,6.51,3.9
600,1.7,Very Good,H,SI1,63.5,56.0,11836,7.61,7.5,4.8
601,0.32,Ideal,I,VS2,62.3,56.0,476,4.41,4.41,2.75
602,0.71,Very Good,E,SI1,62.8,60.0,2677,5.63,5.67,3.55
603,0.58,Ideal,G,VVS2,61.5,56.0,1976,5.33,5.36,3.29
604,1.07,Ideal,H,SI2,61.4,57.0,4693,6.66,6.6,4.06
605,1.03,Ideal,E,SI2,61.3,57.0,4176,6.53,6.52,4.0
606,0.4,Ideal,D,SI1,62.0,57.0,852,4.75,4.78,2.96
607,0.94,Ideal,I,SI1,61.6,56.0,3713,6.28,6.34,3.88
608,1.15,Very Good,G,SI2,63.2,58.0,4419,6.63,6.6,4.18
609,0.34,Ideal,G,IF,61.8,54.0,974,4.48,4.5,2.78
610,1.21,Premium,G,VS1,60.1,59.0,8176,6.98,6.89,4.18
611,1.01,Very Good,D,SI1,60.5,58.0,5264,6.5,6.46,3.92
612,0.33,Ideal,E,VS2,61.9,56.0,746,4.45,4.49,2.76
613,1.01,Ideal,G,VS2,61.9,56.0,5759,6.38,6.49,3.98
614,1.14,Premium,H,SI1,62.4,60.0,4637,6.67,6.63,4.15
615,0.32,Ideal,D,SI1,62.7,57.0,780,4.34,4.38,2.73
616,1.31,Ideal,G,VS1,61.9,56.0,10331,6.98,7.05,4.34
617,0.3,Ideal,F,IF,62.5,55.0,1013,4.31,4.29,2.69
618,0.7,Ideal,J,VS1,60.4,57.0,2338,5.71,5.74,3.46
619,0.54,Premium,E,VS1,61.7,59.0,1838,5.22,5.16,3.2
620,1.0,Good,G,SI2,63.8,58.0,3999,6.31,6.37,4.04
621,1.21,Very Good,H,VS2,60.1,58.0,6733,6.89,6.86,4.13
622,1.18,Ideal,F,VS2,61.7,54.0,8454,6.77,6.82,4.19
623,1.53,Ideal,H,VS2,62.1,57.0,12468,7.42,7.37,4.6
624,0.3,Ideal,D,VS2,62.5,55.0,911,4.31,4.29,2.68
625,1.0,Ideal,D,SI2,59.8,57.0,4939,6.43,6.5,3.86
626,0.55,Ideal,G,VS2,60.9,57.0,1637,5.3,5.33,3.24
627,0.53,Very Good,E,SI2,63.0,54.0,1227,5.15,5.18,3.26
628,0.6,Ideal,E,VS1,60.1,57.0,2208,5.49,5.53,3.32
629,0.39,Ideal,G,VS1,61.9,54.0,899,4.69,4.71,2.9
630,0.32,Ideal,H,VS1,62.1,54.0,720,4.4,4.38,2.73
631,0.3,Ideal,D,VVS2,61.6,56.0,858,4.35,4.38,2.69
632,1.04,Ideal,G,VS2,61.2,57.0,6290,6.52,6.55,4.0
633,0.4,Good,G,SI1,63.1,58.0,633,4.65,4.68,2.94
634,0.51,Premium,D,SI2,60.7,58.0,1235,5.19,5.18,3.16
635,0.37,Ideal,E,SI1,61.2,56.0,833,4.59,4.64,2.82
636,1.65,Very Good,I,VVS1,62.0,56.0,11455,7.62,7.65,4.72
637,0.31,Ideal,G,VS2,62.5,57.0,698,4.34,4.31,2.7
638,0.51,Ideal,G,VS1,61.9,53.0,1758,5.15,5.19,3.2
639,0.3,Ideal,G,IF,61.7,56.0,861,4.31,4.32,2.66
640,0.3,Ideal,G,SI1,61.0,56.0,422,4.3,4.34,2.63
641,0.34,Ideal,F,SI2,62.0,56.0,574,4.53,4.5,2.8
642,1.0,Good,D,SI1,57.7,59.0,5665,6.61,6.58,3.81
643,0.54,Ideal,H,SI1,61.2,56.0,1186,5.26,5.3,3.23
644,0.3,Premium,D,VS2,62.9,56.0,911,4.28,4.24,2.68
645,0.31,Very Good,H,VS2,62.2,56.0,521,4.3,4.34,2.69
646,1.62,Ideal,H,VS2,61.9,54.0,13325,7.57,7.6,4.69
647,0.94,Premium,F,SI2,62.7,58.0,4162,6.22,6.15,3.88
648,1.01,Very Good,G,VVS1,62.9,54.0,7891,6.36,6.43,4.02
649,0.32,Premium,I,VVS2,61.6,58.0,561,4.35,4.39,2.69
650,0.51,Very Good,F,SI1,62.9,56.0,1255,5.06,5.1,3.2
651,0.71,Very Good,H,SI1,63.3,54.0,2180,5.68,5.73,3.61
652,0.32,Premium,E,SI1,61.5,58.0,720,4.45,4.4,2.72
653,0.57,Ideal,F,VS1,62.0,56.0,1809,5.3,5.3,3.29
654,0.57,Ideal,E,VS1,61.0,56.0,2070,5.41,5.38,3.28
655,0.9,Ideal,I,SI2,62.0,57.0,3028,6.12,6.17,3.79
656,1.0,Premium,F,SI2,61.0,59.0,4451,6.38,6.41,3.9
657,0.32,Very Good,G,VS2,62.8,58.0,561,4.35,4.34,2.73
658,0.74,Fair,H,VS1,65.3,56.0,2453,5.64,5.58,3.66
659,0.31,Ideal,G,VS1,62.8,56.0,828,4.36,4.31,2.72
660,0.27,Ideal,G,VS2,60.9,55.0,490,4.14,4.18,2.52
661,1.07,Ideal,I,VS1,62.3,57.0,4969,6.56,6.53,4.08
662,1.24,Ideal,E,SI2,61.6,57.0,6169,6.91,6.87,4.25
663,1.21,Premium,H,VS1,62.1,56.0,7496,6.86,6.82,4.25
664,0.7,Good,G,SI1,58.2,63.0,2484,5.79,5.82,3.41
665,0.71,Good,G,SI1,61.5,62.0,2252,5.67,5.73,3.5
666,1.07,Ideal,D,SI2,61.6,57.0,5038,6.57,6.53,4.04
667,0.9,Premium,H,VS2,62.6,60.0,3669,6.16,6.13,3.84
668,1.22,Premium,I,VS2,60.0,58.0,4879,6.89,6.92,4.15
669,0.7,Ideal,E,VS2,60.5,56.0,2735,5.8,5.77,3.5
670,0.5,Ideal,D,VS1,61.8,57.0,2180,5.07,5.11,3.13
671,0.41,Ideal,F,VS1,61.6,56.0,1063,4.79,4.76,2.94
672,1.02,Premium,F,SI2,62.2,58.0,5033,6.48,6.42,4.01
673,0.33,Ideal,D,VVS1,61.2,57.0,1151,4.45,4.49,2.73
674,0.56,Ideal,E,VS2,62.3,56.0,1819,5.24,5.29,3.28
675,1.54,Ideal,G,VVS2,62.2,56.0,15962,7.36,7.43,4.6
676,0.36,Ideal,G,SI1,61.8,57.0,537,4.56,4.54,2.81
677,1.24,Ideal,G,VS1,61.8,57.0,9330,6.92,6.87,4.27
678,0.71,Very Good,E,VS1,61.2,60.0,2800,5.73,5.76,3.51
679,2.12,Very Good,I,SI1,61.9,59.0,14998,8.21,8.27,5.09
680,0.4,Very Good,G,VS2,60.4,58.0,847,4.84,4.81,2.91
681,0.8,Premium,E,SI2,60.4,60.0,3101,5.96,5.99,3.62
682,0.9,Good,I,SI1,63.8,58.0,4682,6.09,6.15,3.91
683,1.18,Very Good,F,SI1,59.6,63.0,6763,6.81,6.89,4.1
684,0.41,Ideal,D,VS1,61.7,56.0,1140,4.76,4.79,2.95
685,1.01,Premium,G,VS2,60.5,59.0,6116,6.47,6.44,3.91
686,0.6,Ideal,D,SI1,62.4,55.0,1622,5.37,5.39,3.36
687,1.22,Very Good,G,VS1,60.7,58.0,8736,6.91,6.95,4.21
688,0.39,Ideal,E,VS2,61.7,57.0,1054,4.64,4.65,2.88
689,0.31,Ideal,E,VS2,61.5,56.0,680,4.36,4.39,2.69
690,1.73,Premium,I,VS1,62.6,58.0,10164,7.68,7.65,4.8
691,1.01,Premium,G,SI1,59.5,59.0,5148,6.53,6.58,3.89
692,0.32,Premium,G,VS2,60.6,58.0,561,4.44,4.4,2.67
693,0.41,Very Good,F,SI1,60.6,59.0,992,4.78,4.84,2.92
694,1.01,Very Good,G,SI2,63.5,59.0,4672,6.27,6.23,3.98
695,0.52,Ideal,H,VS1,62.2,56.0,1571,5.18,5.15,3.21
696,0.79,Ideal,H,SI1,61.7,56.0,2644,5.91,5.94,3.66
697,0.8,Ideal,F,SI1,62.3,56.0,3087,5.95,5.97,3.72
698,0.51,Premium,E,VS2,61.5,58.0,1837,5.14,5.18,3.17
699,0.31,Very Good,D,SI1,62.8,59.0,592,4.29,4.31,2.7
700,2.01,Ideal,H,SI2,62.6,57.0,16025,8.09,8.03,5.04
701,0.51,Ideal,E,SI2,62.3,57.0,1385,5.11,5.09,3.18
702,0.56,Ideal,G,SI2,60.4,57.0,1026,5.36,5.4,3.24
703,1.52,Ideal,G,SI1,59.2,59.0,10423,7.38,7.48,4.42
704,0.26,Very Good,G,VS1,62.3,58.0,447,4.1,4.11,2.56
705,0.32,Ideal,F,VS2,61.7,57.0,828,4.37,4.34,2.69
706,0.71,Premium,F,VS1,62.6,60.0,2869,5.66,5.64,3.54
707,1.27,Very Good,J,SI1,61.0,60.0,5672,6.99,6.95,4.25
708,0.6,Premium,J,IF,60.6,58.0,1941,5.42,5.47,3.3
709,0.27,Very Good,F,VVS1,61.0,56.0,583,4.17,4.19,2.55
710,1.0,Good,F,SI1,63.9,61.0,4078,6.31,6.35,4.04
711,2.01,Good,E,SI2,63.2,59.0,17640,8.03,7.95,5.04
712,2.17,Premium,H,SI1,61.3,59.0,13232,8.3,8.36,5.12
713,2.5,Fair,H,SI2,66.8,57.0,17220,8.34,8.26,5.58
714,1.01,Very Good,G,VS1,63.2,59.0,5812,6.34,6.39,4.01
715,0.9,Good,F,SI1,63.3,57.0,3992,6.12,6.17,3.89
716,0.58,Ideal,G,VS1,62.0,56.0,1949,5.32,5.35,3.32
717,2.34,Ideal,I,SI2,62.6,55.0,9850,8.44,8.51,5.29
718,0.56,Ideal,D,SI1,61.7,57.0,1723,5.32,5.28,3.26
719,0.83,Ideal,E,SI2,61.9,56.0,3291,5.99,6.06,3.73
720,0.7,Very Good,D,SI1,62.6,55.0,2666,5.67,5.7,3.56
721,0.4,Ideal,D,SI2,61.6,56.0,693,4.74,4.79,2.93
722,0.31,Ideal,F,IF,62.1,56.0,990,4.36,4.33,2.7
723,0.55,Ideal,G,SI1,62.3,54.0,1395,5.26,5.29,3.29
724,0.54,Ideal,E,VS2,60.1,57.0,1776,5.31,5.33,3.2
725,0.32,Ideal,E,VS2,62.0,56.0,900,4.4,4.39,2.73
726,0.39,Premium,E,VS1,61.2,58.0,951,4.71,4.74,2.89
727,1.5,Very Good,G,VS1,62.0,58.0,14383,7.33,7.31,4.54
728,1.53,Ideal,G,VS1,61.0,55.0,15038,7.41,7.44,4.53
729,0.7,Very Good,H,VS2,61.5,59.0,2513,5.67,5.75,3.51
730,0.55,Ideal,J,SI1,62.1,55.0,1134,5.28,5.29,3.28
731,1.0,Very Good,H,VS2,63.2,54.0,4900,6.37,6.3,4.01
732,1.75,Very Good,H,VS2,61.8,58.0,17051,7.63,7.74,4.75
733,0.79,Very Good,D,SI2,63.6,57.0,2807,5.85,5.88,3.72
734,1.01,Premium,E,SI1,63.0,59.0,5183,6.42,6.4,4.03
735,1.25,Premium,F,VS2,61.8,58.0,9412,6.91,6.87,4.26
736,0.67,Good,G,VVS2,60.2,64.0,2224,5.64,5.53,3.36
737,0.3,Ideal,H,SI1,61.0,57.0,477,4.34,4.38,2.66
738,0.71,Ideal,D,SI1,62.3,56.0,2732,5.68,5.72,3.55
739,0.4,Very Good,G,SI1,63.4,56.0,810,4.65,4.67,2.95
740,0.91,Premium,H,SI1,62.4,57.0,3639,6.19,6.15,3.85
741,0.7,Ideal,H,SI1,61.6,56.0,2352,5.69,5.73,3.52
742,0.33,Premium,E,SI1,61.7,58.0,579,4.41,4.45,2.73
743,0.42,Ideal,E,VS2,62.0,56.0,958,4.81,4.84,2.99
744,0.9,Good,H,SI2,62.2,62.0,3149,6.12,6.19,3.83
745,1.27,Ideal,G,VS2,61.5,55.0,9060,6.95,6.97,4.28
746,0.31,Ideal,D,SI1,61.8,55.0,732,4.34,4.37,2.69
747,0.31,Ideal,G,VVS1,62.0,54.0,840,4.35,4.37,2.7
748,0.26,Very Good,H,VVS2,63.1,56.0,497,4.05,4.08,2.57
749,1.13,Very Good,H,VS2,63.2,55.0,6132,6.57,6.6,4.16
750,1.01,Ideal,D,VS2,61.4,57.0,8687,6.46,6.49,3.98
751,1.5,Very Good,E,SI1,62.5,58.0,12336,7.19,7.31,4.53
752,1.05,Ideal,G,VS1,62.1,56.0,7397,6.54,6.51,4.06
753,0.32,Ideal,G,VVS1,61.9,55.0,842,4.37,4.42,2.72
754,1.21,Ideal,F,VS1,62.1,53.0,10032,6.89,6.86,4.26
755,0.31,Ideal,F,VS2,61.5,55.0,802,4.4,4.38,2.7
756,0.74,Very Good,G,VS2,62.6,58.0,2642,5.69,5.76,3.58
757,1.27,Ideal,H,VS1,61.8,56.0,8602,6.99,6.95,4.32
758,0.59,Ideal,F,VVS2,61.3,55.0,2274,5.35,5.42,3.3
759,0.31,Ideal,F,IF,62.3,54.0,914,4.33,4.35,2.7
760,0.32,Ideal,G,VVS1,61.9,56.0,812,4.4,4.35,2.71
761,1.02,Premium,I,SI2,61.1,60.0,3886,6.41,6.44,3.93
762,1.14,Ideal,G,VS1,61.5,57.0,7526,6.7,6.73,4.13
763,1.24,Ideal,G,VS1,61.3,56.0,8431,6.98,6.95,4.27
764,1.2,Premium,I,SI1,61.7,56.0,5618,6.77,6.84,4.2
765,0.82,Ideal,I,SI1,61.6,57.0,2965,6.02,6.05,3.71
766,2.17,Ideal,H,SI2,62.3,57.0,17408,8.29,8.32,5.15
767,0.31,Fair,D,SI1,64.7,58.0,708,4.33,4.24,2.77
768,1.33,Ideal,J,SI1,61.1,55.0,5330,7.14,7.12,4.37
769,0.31,Ideal,E,VS1,61.4,55.0,871,4.37,4.4,2.69
770,0.5,Ideal,E,SI1,61.9,57.0,1337,5.09,5.12,3.16
771,0.75,Ideal,H,SI1,62.3,57.0,2964,5.79,5.84,3.62
772,1.0,Premium,J,SI1,62.8,59.0,3750,6.37,6.29,3.97
773,0.34,Ideal,G,VS1,60.3,57.0,645,4.53,4.51,2.72
774,0.56,Ideal,H,VVS1,60.4,56.0,2052,5.35,5.39,3.25
775,0.53,Ideal,D,VS1,62.3,54.0,1793,5.17,5.23,3.23
776,1.25,Ideal,G,VS2,61.0,57.0,8726,7.03,6.96,4.28
777,1.01,Ideal,H,SI2,60.9,56.0,4321,6.51,6.45,3.95
778,0.52,Ideal,G,VS1,61.4,55.0,1643,5.17,5.26,3.2
779,0.41,Ideal,E,VS2,62.9,56.0,1091,4.75,4.72,2.97
780,0.23,Very Good,F,VVS2,60.9,58.0,530,3.94,3.97,2.42
781,1.21,Very Good,J,VS2,60.8,57.0,5190,6.87,6.91,4.19
782,1.07,Premium,F,SI1,62.2,58.0,5222,6.56,6.51,4.07
783,0.31,Ideal,F,VVS1,60.5,57.0,840,4.38,4.4,2.66
784,0.76,Ideal,G,SI2,60.9,56.0,2088,5.91,5.87,3.6
785,0.55,Ideal,D,SI1,61.4,55.0,1240,5.28,5.24,3.24
786,0.41,Ideal,E,VS1,61.4,55.0,1153,4.83,4.81,2.96
787,1.01,Good,F,VVS1,60.9,62.0,8286,6.41,6.46,3.92
788,0.51,Ideal,E,VS2,60.9,57.0,1626,5.18,5.15,3.15
789,0.93,Very Good,E,SI1,62.6,56.0,4351,6.19,6.23,3.89
790,0.4,Ideal,E,VS1,62.6,55.0,1125,4.66,4.69,2.93
791,0.3,Ideal,G,VS1,62.2,56.0,624,4.28,4.31,2.67
792,0.79,Ideal,F,SI1,61.0,56.0,3994,5.96,5.99,3.64
793,0.7,Very Good,H,VS1,62.8,56.0,2329,5.61,5.65,3.53
794,0.41,Ideal,F,VS1,62.3,55.0,1007,4.75,4.78,2.97
795,1.36,Very Good,I,VS1,60.7,56.0,8580,7.18,7.22,4.38
796,0.42,Very Good,F,SI1,61.5,57.0,926,4.78,4.81,2.95
797,0.54,Ideal,F,VS2,62.2,54.0,1736,5.21,5.24,3.25
798,1.15,Premium,H,VS1,62.9,58.0,7277,6.72,6.66,4.2
799,0.25,Very Good,H,VVS1,62.0,55.0,472,4.02,4.06,2.51
800,0.74,Ideal,D,SI1,62.7,55.0,3311,5.76,5.79,3.62
801,0.5,Good,G,VS2,63.5,58.0,1291,5.06,5.03,3.2
802,0.8,Ideal,H,SI1,62.3,56.0,3270,5.9,5.86,3.67
803,0.31,Ideal,E,VS2,61.8,56.0,640,4.35,4.38,2.69
804,0.71,Ideal,G,VS2,62.5,56.0,2509,5.69,5.72,3.57
805,1.5,Very Good,F,VS2,62.2,57.0,11836,7.23,7.29,4.52
806,0.37,Ideal,D,SI1,61.7,56.0,739,4.64,4.6,2.85
807,1.05,Premium,H,SI2,61.7,59.0,3720,6.55,6.53,4.04
808,1.56,Premium,I,VS2,59.7,60.0,10833,7.52,7.54,4.48
809,0.54,Premium,E,SI1,62.0,58.0,1395,5.24,5.21,3.23
810,0.54,Ideal,I,VS2,61.3,56.0,1132,5.22,5.24,3.21
811,0.3,Premium,G,SI1,62.5,58.0,612,4.34,4.31,2.7
812,1.01,Very Good,F,SI1,60.2,60.0,5051,6.44,6.47,3.89
813,0.31,Ideal,H,VVS1,62.1,54.0,638,4.35,4.38,2.71
814,1.25,Premium,I,VS2,60.7,58.0,5988,6.96,7.01,4.23
815,1.0,Premium,I,SI1,62.4,58.0,3968,6.35,6.32,3.96
816,0.52,Very Good,E,SI1,62.2,60.0,1323,5.11,5.15,3.19
817,1.01,Premium,E,VS1,59.8,62.0,7452,6.45,6.41,3.86
818,0.9,Ideal,G,SI2,61.2,57.0,3521,6.21,6.23,3.8
819,1.2,Ideal,H,SI1,62.0,56.0,6804,6.82,6.85,4.24
820,1.01,Ideal,G,VS2,62.1,57.0,6340,6.43,6.39,3.98
821,1.51,Ideal,G,VS2,62.2,54.0,13109,7.32,7.38,4.57
822,1.06,Ideal,F,VVS2,61.3,56.0,8941,6.54,6.6,4.03
823,0.9,Ideal,E,SI2,62.2,57.0,3756,6.16,6.19,3.84
824,0.34,Premium,H,VS2,62.0,60.0,537,4.48,4.52,2.79
825,1.1,Ideal,G,VS2,61.1,56.0,6541,6.64,6.69,4.08
826,0.23,Very Good,G,VVS1,60.2,59.0,415,4.0,4.01,2.41
827,0.32,Ideal,H,VS2,62.0,55.0,505,4.4,4.43,2.74
828,0.5,Ideal,D,VS2,62.5,57.0,1575,5.05,5.01,3.14
829,1.19,Very Good,H,SI2,62.0,58.0,5356,6.78,6.82,4.22
830,1.01,Ideal,H,SI1,61.1,58.0,4580,6.4,6.44,3.93
831,0.34,Premium,E,SI1,61.9,59.0,596,4.41,4.46,2.74
832,1.27,Ideal,F,VS2,62.6,56.0,10090,6.92,6.88,4.32
833,1.01,Ideal,E,SI1,61.5,58.0,5608,6.41,6.43,3.95
834,0.9,Very Good,E,VS2,60.2,58.0,5608,6.19,6.23,3.73
835,1.03,Premium,E,VS2,60.8,58.0,6720,6.56,6.51,3.98
836,0.74,Fair,H,SI1,60.6,66.0,1995,5.77,5.81,3.5
837,0.31,Ideal,G,IF,61.7,55.0,891,4.34,4.37,2.69
838,1.56,Very Good,I,VS2,61.5,59.0,10763,7.45,7.48,4.59
839,0.3,Ideal,H,VS2,61.4,55.0,491,4.34,4.36,2.67
840,0.7,Very Good,F,VS1,61.5,58.0,3254,5.65,5.71,3.49
841,1.02,Good,H,SI2,61.6,61.0,3548,6.39,6.43,3.95
842,1.01,Very Good,E,SI1,60.0,59.0,5257,6.52,6.56,3.93
843,0.42,Ideal,F,VS2,62.0,57.0,968,4.81,4.76,2.96
844,1.51,Ideal,G,VS1,62.0,56.0,14479,7.32,7.37,4.55
845,0.31,Ideal,H,SI1,61.9,54.0,434,4.38,4.41,2.72
846,0.41,Very Good,E,SI1,62.7,55.0,755,4.74,4.77,2.98
847,0.34,Ideal,H,VS1,60.4,55.0,596,4.54,4.56,2.75
848,1.1,Premium,F,SI2,61.4,59.0,4347,6.65,6.62,4.08
849,0.7,Ideal,E,SI2,61.4,56.0,2026,5.77,5.75,3.53
850,0.31,Ideal,E,VS2,61.7,55.0,872,4.38,4.41,2.72
851,2.01,Premium,H,VS2,61.1,58.0,18215,8.14,8.09,4.95
852,1.05,Very Good,F,VS1,60.5,56.0,7485,6.57,6.62,4.0
853,1.52,Very Good,F,VS1,61.9,56.0,15649,7.31,7.39,4.55
854,0.9,Premium,F,SI2,61.6,58.0,4011,6.19,6.16,3.8
855,0.91,Premium,E,SI1,62.3,58.0,3951,6.18,6.14,3.83
856,1.55,Ideal,I,VS1,62.5,55.0,11460,7.39,7.36,4.6
857,1.18,Ideal,F,VS1,62.1,55.0,9503,6.76,6.8,4.21
858,0.5,Very Good,D,SI1,62.7,58.0,1415,5.03,5.06,3.17
859,0.74,Premium,G,SI1,61.3,58.0,2448,5.78,5.84,3.57
860,1.25,Ideal,G,VS1,62.1,57.0,9618,6.95,6.89,4.29
861,0.27,Ideal,E,VS2,61.9,56.0,620,4.14,4.17,2.57
862,0.58,Ideal,E,SI1,61.9,55.0,1636,5.32,5.38,3.31
863,0.93,Very Good,D,SI1,63.8,57.0,5285,6.21,6.16,3.94
864,1.26,Ideal,F,SI2,61.2,57.0,6628,7.02,6.98,4.28
865,1.01,Ideal,G,VVS2,63.1,56.0,8701,6.39,6.35,4.02
866,0.41,Ideal,E,VS2,62.1,57.0,935,4.75,4.75,2.95
867,1.05,Very Good,H,VVS2,61.6,56.0,6974,6.49,6.52,4.01
868,0.31,Very Good,H,VS2,63.3,56.0,489,4.3,4.33,2.73
869,1.52,Premium,E,VS2,62.7,59.0,13887,7.31,7.29,4.58
870,1.0,Very Good,G,VS2,62.8,57.0,5973,6.38,6.34,4.0
871,1.01,Good,I,SI2,63.4,58.0,3823,6.34,6.37,4.03
872,1.01,Ideal,F,SI2,62.4,55.0,5182,6.39,6.43,4.0
873,1.12,Ideal,F,VS1,61.5,57.0,8457,6.64,6.66,4.08
874,0.41,Ideal,I,VVS1,61.1,56.0,863,4.81,4.82,2.94
875,0.59,Ideal,F,SI1,61.8,57.0,1569,5.39,5.35,3.32
876,0.53,Ideal,E,SI1,61.4,56.0,1624,5.25,5.28,3.24
877,1.03,Very Good,D,SI1,63.3,56.0,5078,6.35,6.38,4.03
878,2.0,Premium,F,SI2,63.0,59.0,14065,8.01,7.98,5.03
879,0.9,Premium,E,SI2,60.4,59.0,3300,6.16,6.19,3.73
880,1.11,Good,F,SI2,63.2,58.0,4170,6.51,6.59,4.13
881,0.32,Ideal,H,VS2,62.2,58.0,505,4.37,4.42,2.73
882,2.03,Premium,F,SI2,62.5,60.0,18804,8.13,8.09,5.06
